Country,Admin1,Facility name,Facility type,Ownership,Latitude,Longitude,LL source
South Sudan,Warrap,Dhiau Agaal Primary Health Care Unit,Primary Health Care Unit,MoH,9.1643,27.9758,GPS
South Sudan,Warrap,Don Bosco Primary Health Care Centre,Primary Health Care Centre,MoH,7.272,28.6789,Geonames
South Sudan,Warrap,Gogrial Primary Health Care Centre,Primary Health Care Centre,MoH,8.5268,28.1001,GPS
South Sudan,Warrap,Jak Primary Health Care Unit,Primary Health Care Unit,MoH,7.6665,28.7015,GPS
South Sudan,Warrap,Kacuat Primary Health Care Unit,Primary Health Care Unit,MoH,7.9468,29.1794,GPS
South Sudan,Warrap,Kal Ruel Primary Health Care Unit,Primary Health Care Unit,MoH,7.277,28.6836,GPS
South Sudan,Warrap,Keet Primary Health Care Unit,Primary Health Care Unit,MoH,8.8185,28.0709,GPS
South Sudan,Warrap,Kirrik Primary Health Care Unit,Primary Health Care Unit,MoH,7.8855,28.8162,GPS
South Sudan,Warrap,Kuajok Primary Health Care Centre,Primary Health Care Centre,MoH,8.2966,27.9824,GPS
South Sudan,Warrap,Kuelcuk Primary Health Care Unit,Primary Health Care Unit,MoH,8.0495,29.308,GPS
South Sudan,Warrap,Liefnhom Primary Health Care Centre,Primary Health Care Centre,MoH,8.5976,28.4726,GPS
South Sudan,Warrap,Luonyaker Primary Health Care Centre,Primary Health Care Centre,MoH,8.2296,28.3898,Geonames
South Sudan,Warrap,Lurchuk Primary Health Care Unit,Primary Health Care Unit,MoH,7.8312,28.4473,GPS
South Sudan,Warrap,Mabior-Yar Primary Health Care Unit,Primary Health Care Unit,MoH,7.4818,28.7844,GPS
South Sudan,Warrap,Madhiath Primary Health Care Unit,Primary Health Care Unit,MoH,7.9305,28.8302,GPS
South Sudan,Warrap,Magak Primary Health Care Centre,Primary Health Care Centre,MoH,8.8967,28.3473,GPS
South Sudan,Warrap,Magat Primary Health Care Unit,Primary Health Care Unit,MoH,8.1044,28.0082,GPS
South Sudan,Warrap,Majak Lou Primary Health Care Unit,Primary Health Care Unit,MoH,8.6121,28.8439,GPS
South Sudan,Warrap,Majak Nyiuom Primary Health Care Unit,Primary Health Care Unit,MoH,8.7258,28.5307,GPS
South Sudan,Warrap,Majak Pagai Primary Health Care Unit,Primary Health Care Unit,MoH,9.1702,28.2266,GPS
South Sudan,Warrap,Majok Noon Primary Health Care Centre,Primary Health Care Centre,MoH,9.2033,28.5896,GPS
South Sudan,Warrap,Makuac Primary Health Care Unit,Primary Health Care Unit,MoH,7.9875,29.4768,GPS
South Sudan,Warrap,Maliai Primary Health Care Unit,Primary Health Care Unit,MoH,8.3932,28.541,GPS
South Sudan,Warrap,Malou-Hol Primary Health Care Unit,Primary Health Care Unit,MoH,9.1345,28.2691,GPS
South Sudan,Warrap,Malual-Mok Primary Health Care Unit,Primary Health Care Unit,MoH,7.3994,28.741,GPS
South Sudan,Warrap,Maluil Ajak Primary Health Care Unit,Primary Health Care Unit,MoH,8.5288,27.9761,GPS
South Sudan,Warrap,Mandeng Primary Health Care Unit,Primary Health Care Unit,MoH,8.5759,27.9656,GPS
South Sudan,Warrap,Mangol Primary Health Care Unit,Primary Health Care Unit,MoH,8.8303,28.5461,GPS
South Sudan,Warrap,Manloor Primary Health Care Unit,Primary Health Care Unit,MoH,7.9767,28.4161,GPS
South Sudan,Warrap,Manyiel-Thony Primary Health Care Unit,Primary Health Care Unit,MoH,7.3882,28.978,GPS
South Sudan,Warrap,Maper Primary Health Care Unit,Primary Health Care Unit,MoH,9.1054,28.4979,GPS
South Sudan,Warrap,Marial Abook Primary Health Care Unit,Primary Health Care Unit,MoH,7.9003,28.4423,GPS
South Sudan,Warrap,Marial Maper Primary Health Care Unit,Primary Health Care Unit,MoH,9.169,28.5129,GPS
South Sudan,Warrap,Marial Rural County Hospital,County Hospital,MoH,8.0428,29.1899,GPS
South Sudan,Warrap,Marial-lou Primary Health Care Unit,Primary Health Care Unit,MoH,8.0428,29.1899,GPS
South Sudan,Warrap,Matiel Primary Health Care Unit,Primary Health Care Unit,MoH,8.1451,28.2286,GPS
South Sudan,Warrap,Mawut Primary Health Care Unit,Primary Health Care Unit,MoH,8.3109,28.3592,GPS
South Sudan,Warrap,Mayen Abun Primary Health Care Centre,Primary Health Care Centre,MoH,9.1625,28.3623,Geonames
South Sudan,Warrap,Mayen Pajok Primary Health Care Unit,Primary Health Care Unit,MoH,9.0165,27.923,GPS
South Sudan,Warrap,Mayen Primary Health Care Unit,Primary Health Care Unit,MoH,7.8384,29.2741,GPS
South Sudan,Warrap,Mayen-gumel Primary Health Care Unit,Primary Health Care Unit,MoH,8.4528,28.1201,Geonames
South Sudan,Warrap,Mayom Chol Primary Health Care Unit,Primary Health Care Unit,MoH,8.4105,28.4051,GPS
South Sudan,Warrap,Mayom Gogrial Primary Health Care Unit,Primary Health Care Unit,MoH,8.7371,28.1993,GPS
South Sudan,Warrap,Mayom Totin Primary Health Care Unit,Primary Health Care Unit,MoH,8.6828,28.2731,GPS
South Sudan,Warrap,Mayom-Biong Primary Health Care Unit,Primary Health Care Unit,MoH,8.2342,28.594,GPS
South Sudan,Warrap,Molbang Primary Health Care Unit,Primary Health Care Unit,MoH,9.2529,28.683,GPS
South Sudan,Warrap,Mother Teresa County Hospital,County Hospital,MoH,9.0949,28.4243,GPS
South Sudan,Warrap,Ngabagok Primary Health Care Centre,Primary Health Care Centre,MoH,7.846,29.0949,GPS
South Sudan,Warrap,Nyany Mayenjur Primary Health Care Unit,Primary Health Care Unit,MoH,8.7402,28.6414,GPS
South Sudan,Warrap,Nyieth Primary Health Care Unit,Primary Health Care Unit,MoH,8.9586,27.9245,GPS
South Sudan,Warrap,Nyokthiang Primary Health Care Unit,Primary Health Care Unit,MoH,8.5942,28.1213,Geonames
South Sudan,Warrap,Pabukchak Primary Health Care Unit,Primary Health Care Unit,MoH,7.8367,28.7139,GPS
South Sudan,Warrap,Pagakdit Primary Health Care Unit,Primary Health Care Unit,MoH,7.9925,28.4979,GPS
South Sudan,Warrap,Pagol Primary Health Care Unit,Primary Health Care Unit,MoH,7.6999,28.5802,GPS
South Sudan,Warrap,Pakor Primary Health Care Unit,Primary Health Care Unit,MoH,8.9348,28.1178,GPS
South Sudan,Warrap,Palal Primary Health Care Unit,Primary Health Care Unit,MoH,7.7169,28.9401,GPS
South Sudan,Warrap,Paliang Primary Health Care Unit,Primary Health Care Unit,MoH,7.9776,29.3154,GPS
South Sudan,Warrap,Panacier Primary Health Care Unit,Primary Health Care Unit,MoH,8.6156,28.3611,GPS
South Sudan,Warrap,Panakdie Primary Health Care Unit,Primary Health Care Unit,MoH,7.6981,28.7701,GPS
South Sudan,Warrap,Pandit Twic Primary Health Care Unit,Primary Health Care Unit,MoH,9.0058,28.3679,GPS
South Sudan,Warrap,Pankot Primary Health Care Unit,Primary Health Care Unit,MoH,8.1223,28.3931,GPS
South Sudan,Warrap,Panliet Primary Health Care Unit,Primary Health Care Unit,MoH,8.8424,28.2554,GPS
South Sudan,Warrap,Pannyok Primary Health Care Unit,Primary Health Care Unit,MoH,9.0848,28.2068,GPS
South Sudan,Warrap,Parasika Primary Health Care Unit,Primary Health Care Unit,MoH,8.0905,28.9213,Geonames
South Sudan,Warrap,Pawel Primary Health Care Unit,Primary Health Care Unit,MoH,7.5631,28.7244,GPS
South Sudan,Warrap,Paweng Primary Health Care Unit,Primary Health Care Unit,MoH,8.181,28.1595,Geonames
South Sudan,Warrap,Peeth Primary Health Care Unit,Primary Health Care Unit,MoH,8.9672,28.0113,GPS
South Sudan,Warrap,Pinydit Primary Health Care Unit,Primary Health Care Unit,MoH,8.4156,28.3445,GPS
South Sudan,Warrap,Primary Health Care Centre,Primary Health Care Centre,MoH,8.3055,27.9734,Geonames
South Sudan,Warrap,Romic Primary Health Care Centre,Primary Health Care Centre,MoH,7.9739,29.2837,GPS
South Sudan,Warrap,Roomtit Primary Health Care Unit,Primary Health Care Unit,MoH,8.0796,28.5358,GPS
South Sudan,Warrap,Roorkou Primary Health Care Unit,Primary Health Care Unit,MoH,8.3384,28.741,GPS
South Sudan,Warrap,Rualbet Primary Health Care Unit,Primary Health Care Unit,MoH,8.1171,28.9415,GPS
South Sudan,Warrap,Ruot Primary Health Care Unit,Primary Health Care Unit,MoH,8.4076,28.4631,GPS
South Sudan,Warrap,Tarweng Primary Health Care Unit,Primary Health Care Unit,MoH,8.3526,28.3542,GPS
South Sudan,Warrap,Thiet Primary Health Care Centre,Primary Health Care Centre,MoH,7.6082,28.8105,Geonames
South Sudan,Warrap,Thonghoc Primary Health Care Unit,Primary Health Care Unit,MoH,8.1901,28.461,GPS
South Sudan,Warrap,Thurnyior Primary Health Care Unit,Primary Health Care Unit,MoH,8.1449,28.132,GPS
South Sudan,Warrap,Titcok Primary Health Care Unit,Primary Health Care Unit,MoH,8.9446,28.2869,GPS
South Sudan,Warrap,Toch Noon Primary Health Care Unit,Primary Health Care Unit,MoH,9.0886,27.9846,GPS
South Sudan,Warrap,Tonj County Hospital,County Hospital,MoH,7.2767,28.6798,GPS
South Sudan,Warrap,Tuele Primary Health Care Unit,Primary Health Care Unit,MoH,8.9972,28.2119,GPS
South Sudan,Warrap,Turalei Primary Health Care Centre,Primary Health Care Centre,MoH,9.0955,28.4302,Geonames
South Sudan,Warrap,Wanh Alel Primary Health Care Unit,Primary Health Care Unit,MoH,7.4842,28.8486,GPS
South Sudan,Warrap,Warap State Hospital,State Hospital,MoH,8.2545,27.9832,GPS
South Sudan,Warrap,Warrap Primary Health Care Centre,Primary Health Care Centre,MoH,8.0895,28.6381,Geonames
South Sudan,Warrap,Wunakoc Primary Health Care Unit,Primary Health Care Unit,MoH,8.2666,28.343,GPS
South Sudan,Warrap,Wuncuei Primary Health Care Unit,Primary Health Care Unit,MoH,8.0164,29.4476,GPS
South Sudan,Warrap,Wunlit Primary Health Care Unit,Primary Health Care Unit,MoH,7.8422,29.2315,GPS
South Sudan,Warrap,Wunrok Primary Health Care Centre,Primary Health Care Centre,MoH,8.9928,28.2916,GPS
South Sudan,Warrap,Yiik Thon Primary Health Care Unit,Primary Health Care Unit,MoH,9.2358,28.054,GPS
South Sudan,Warrap,Yiikadoor Primary Health Care Unit,Primary Health Care Unit,MoH,8.2472,28.4635,GPS
South Sudan,Western Bahr el Ghazal,Abou Primary Health Care Unit,Primary Health Care Unit,MoH,7.7062,28.1178,Geonames
South Sudan,Western Bahr el Ghazal,Abushaka Primary Health Care Unit,Primary Health Care Unit,MoH,7.7169,27.8333,GPS
South Sudan,Western Bahr el Ghazal,Achongchong Primary Health Care Centre,Primary Health Care Centre,MoH,7.9293,28.1745,Geonames
South Sudan,Western Bahr el Ghazal,Achot Primary Health Care Unit,Primary Health Care Unit,MoH,7.7083,28.1545,GPS
South Sudan,Western Bahr el Ghazal,Agok Primary Health Care Centre,Primary Health Care Centre,MoH,7.6279,28.0126,Geonames
South Sudan,Western Bahr el Ghazal,Agur Primary Health Care Unit,Primary Health Care Unit,MoH,7.7951,27.9032,GPS
South Sudan,Western Bahr el Ghazal,Ajomgo Primary Health Care Unit,Primary Health Care Unit,MoH,8.0739,27.6221,GPS
South Sudan,Western Bahr el Ghazal,Akrok Primary Health Care Unit,Primary Health Care Unit,MoH,7.797,27.9811,Geonames
South Sudan,Western Bahr el Ghazal,Alel Chok Primary Health Care Unit,Primary Health Care Unit,MoH,7.7782,27.9785,Geonames
South Sudan,Western Bahr el Ghazal,Alelthouny Primary Health Care Unit,Primary Health Care Unit,MoH,8.2777,27.8552,GPS
South Sudan,Western Bahr el Ghazal,Atido Primary Health Care Unit,Primary Health Care Unit,MoH,7.8521,27.8997,GPS
South Sudan,Western Bahr el Ghazal,Baggari Primary Health Care Unit,Primary Health Care Unit,MoH,7.5748,27.8894,GPS
South Sudan,Western Bahr el Ghazal,Bar Urod Primary Health Care Unit,Primary Health Care Unit,MoH,7.9606,27.5123,GPS
South Sudan,Western Bahr el Ghazal,Barakol Primary Health Care Unit,Primary Health Care Unit,MoH,7.8533,27.7726,GPS
South Sudan,Western Bahr el Ghazal,Barurud Primary Health Care Unit,Primary Health Care Unit,MoH,7.9684,27.52,Geonames
South Sudan,Western Bahr el Ghazal,Baryar Primary Health Care Unit,Primary Health Care Unit,MoH,7.7563,27.9652,GPS
South Sudan,Western Bahr el Ghazal,Bazia Jedid Primary Health Care Centre,Primary Health Care Centre,MoH,7.6787,27.9942,GPS
South Sudan,Western Bahr el Ghazal,Besselia Primary Health Care Centre,Primary Health Care Centre,MoH,7.7662,27.6997,GPS
South Sudan,Western Bahr el Ghazal,Bili Primary Health Care Unit,Primary Health Care Unit,MoH,7.7601,26.1381,GPS
South Sudan,Western Bahr el Ghazal,Bonio Primary Health Care Unit,Primary Health Care Unit,MoH,7.6868,26.3232,GPS
South Sudan,Western Bahr el Ghazal,Boro Medina Primary Health Care Centre,Primary Health Care Centre,MoH,8.4641,24.8158,Geonames
South Sudan,Western Bahr el Ghazal,Bringi Primary Health Care Unit,Primary Health Care Unit,MoH,7.6275,27.902,GPS
South Sudan,Western Bahr el Ghazal,Bussery Primary Health Care Centre,Primary Health Care Centre,MoH,7.5648,27.9643,GPS
South Sudan,Western Bahr el Ghazal,Canning Factory Primary Health Care Unit,Primary Health Care Unit,MoH,7.6573,28.0269,GPS
South Sudan,Western Bahr el Ghazal,Chono Primary Health Care Unit,Primary Health Care Unit,MoH,7.0897,28.3746,GPS
South Sudan,Western Bahr el Ghazal,Deimjallab Primary Health Care Unit,Primary Health Care Unit,MoH,8.4816,25.3267,GPS
South Sudan,Western Bahr el Ghazal,Deleba Primary Health Care Unit,Primary Health Care Unit,MoH,8.79,26.0484,GPS
South Sudan,Western Bahr el Ghazal,Dhekou Primary Health Care Unit,Primary Health Care Unit,MoH,8.2667,27.6254,Geonames
South Sudan,Western Bahr el Ghazal,Diew Zubier Primary Health Care Centre,Primary Health Care Centre,MoH,7.7146,26.1959,GPS
South Sudan,Western Bahr el Ghazal,E: Bank Primary Health Care Centre,Primary Health Care Centre,MoH,7.7075,28.0252,GPS
South Sudan,Western Bahr el Ghazal,Fango Nuer Primary Health Care Unit,Primary Health Care Unit,MoH,7.7611,27.2648,GPS
South Sudan,Western Bahr el Ghazal,Farjala Primary Health Care Unit,Primary Health Care Unit,MoH,7.5256,27.7705,GPS
South Sudan,Western Bahr el Ghazal,Gete Rajiel Primary Health Care Unit,Primary Health Care Unit,MoH,8.5399,25.6413,GPS
South Sudan,Western Bahr el Ghazal,Gette Primary Health Care Unit,Primary Health Care Unit,MoH,7.9462,27.8468,GPS
South Sudan,Western Bahr el Ghazal,Giatan Primary Health Care Unit,Primary Health Care Unit,MoH,7.2706,27.9395,GPS
South Sudan,Western Bahr el Ghazal,Gosinga Primary Health Care Unit,Primary Health Care Unit,MoH,8.6532,25.9738,GPS
South Sudan,Western Bahr el Ghazal,Grinti Military Primary Health Care Centre,Primary Health Care Centre,MoH,7.7077,27.9818,Geonames
South Sudan,Western Bahr el Ghazal,Hai bafra Primary Health Care Unit,Primary Health Care Unit,MoH,7.7032,27.9794,Geonames
South Sudan,Western Bahr el Ghazal,Hai Dinka Primary Health Care Centre,Primary Health Care Centre,MoH,7.7147,27.9988,Geonames
South Sudan,Western Bahr el Ghazal,Halima Primary Health Care Unit,Primary Health Care Unit,MoH,7.5229,27.9239,GPS
South Sudan,Western Bahr el Ghazal,Jebel Kheir Primary Health Care Centre,Primary Health Care Centre,MoH,7.6819,27.9844,GPS
South Sudan,Western Bahr el Ghazal,Kabi Primary Health Care Unit,Primary Health Care Unit,MoH,7.75,27.7582,GPS
South Sudan,Western Bahr el Ghazal,Kalvario Primary Health Care Unit,Primary Health Care Unit,MoH,7.7032,27.9782,GPS
South Sudan,Western Bahr el Ghazal,Kangi Primary Health Care Unit,Primary Health Care Unit,MoH,8.1452,27.6589,GPS
South Sudan,Western Bahr el Ghazal,Kanyango Primary Health Care Unit,Primary Health Care Unit,MoH,7.9536,27.6736,GPS
South Sudan,Western Bahr el Ghazal,Kapara Church Primary Health Care Unit,Primary Health Care Unit,MoH,7.3041,28.4861,GPS
South Sudan,Western Bahr el Ghazal,Katta Primary Health Care Unit,Primary Health Care Unit,MoH,8.4406,25.0032,GPS
South Sudan,Western Bahr el Ghazal,Khorganna Primary Health Care Unit,Primary Health Care Unit,MoH,7.7885,27.1531,GPS
South Sudan,Western Bahr el Ghazal,Korajor Primary Health Care Unit,Primary Health Care Unit,MoH,7.7083,26.9152,GPS
South Sudan,Western Bahr el Ghazal,Kpaile/Baiza Primary Health Care Centre,Primary Health Care Centre,MoH,7.1075,27.9354,GPS
South Sudan,Western Bahr el Ghazal,Kuajena Primary Health Care Unit,Primary Health Care Unit,MoH,7.508,28.2698,GPS
South Sudan,Western Bahr el Ghazal,Kuam Primary Health Care Unit,Primary Health Care Unit,MoH,7.7812,28.0269,GPS
South Sudan,Western Bahr el Ghazal,Kur Malang Primary Health Care Unit,Primary Health Care Unit,MoH,8.4407,25.6958,GPS
South Sudan,Western Bahr el Ghazal,Kur Seliek Primary Health Care Unit,Primary Health Care Unit,MoH,7.7099,26.3897,GPS
South Sudan,Western Bahr el Ghazal,Kur Shamam Primary Health Care Unit,Primary Health Care Unit,MoH,8.5347,25.7686,GPS
South Sudan,Western Bahr el Ghazal,Kuru Primary Health Care Unit,Primary Health Care Unit,MoH,7.7186,26.497,GPS
South Sudan,Western Bahr el Ghazal,Lampa Primary Health Care Unit,Primary Health Care Unit,MoH,8.4544,25.6863,GPS
South Sudan,Western Bahr el Ghazal,Lokoloko Primary Health Care Centre,Primary Health Care Centre,MoH,7.6955,27.9752,GPS
South Sudan,Western Bahr el Ghazal,Mabior Abiem Primary Health Care Unit,Primary Health Care Unit,MoH,8.0055,28.0442,GPS
South Sudan,Western Bahr el Ghazal,Madil Primary Health Care Unit,Primary Health Care Unit,MoH,7.8212,28.002,Geonames
South Sudan,Western Bahr el Ghazal,Magawa Primary Health Care Unit,Primary Health Care Unit,MoH,9.2915,25.4738,GPS
South Sudan,Western Bahr el Ghazal,Magayat Primary Health Care Unit,Primary Health Care Unit,MoH,8.2232,25.86,GPS
South Sudan,Western Bahr el Ghazal,Maju Primary Health Care Unit,Primary Health Care Unit,MoH,7.171,27.9385,GPS
South Sudan,Western Bahr el Ghazal,Maluil Primary Health Care Unit,Primary Health Care Unit,MoH,7.8237,27.9664,GPS
South Sudan,Western Bahr el Ghazal,Mamoi Primary Health Care Unit,Primary Health Care Unit,MoH,7.6189,27.9788,GPS
South Sudan,Western Bahr el Ghazal,Mangayat Primary Health Care Unit,Primary Health Care Unit,MoH,7.668,27.8447,Geonames
South Sudan,Western Bahr el Ghazal,Mapel Primary Health Care Centre,Primary Health Care Centre,MoH,7.296,28.4392,Geonames
South Sudan,Western Bahr el Ghazal,Marakas Jerau Primary Health Care Centre,Primary Health Care Centre,MoH,7.6947,27.989,GPS
South Sudan,Western Bahr el Ghazal,Marial Ayieth Primary Health Care Unit,Primary Health Care Unit,MoH,7.7722,27.997,GPS
South Sudan,Western Bahr el Ghazal,Marial Bai Wau Primary Health Care Centre,Primary Health Care Centre,MoH,7.8906,27.9784,GPS
South Sudan,Western Bahr el Ghazal,Marranya Primary Health Care Unit,Primary Health Care Unit,MoH,7.5523,28.1889,Geonames
South Sudan,Western Bahr el Ghazal,Mayonga Primary Health Care Centre,Primary Health Care Centre,MoH,8.4933,25.6695,GPS
South Sudan,Western Bahr el Ghazal,Mbi Primary Health Care Unit,Primary Health Care Unit,MoH,7.519,28.1962,GPS
South Sudan,Western Bahr el Ghazal,Mbili Primary Health Care Unit,Primary Health Care Unit,MoH,7.5691,28.2291,Geonames
South Sudan,Western Bahr el Ghazal,Mboro Primary Health Care Unit,Primary Health Care Unit,MoH,7.7131,27.7254,GPS
South Sudan,Western Bahr el Ghazal,Medil Primary Health Care Unit,Primary Health Care Unit,MoH,7.3083,28.2635,GPS
South Sudan,Western Bahr el Ghazal,Menamba B Primary Health Care Unit,Primary Health Care Unit,MoH,8.474,25.19,GPS
South Sudan,Western Bahr el Ghazal,Menamba Primary Health Care Unit,Primary Health Care Unit,MoH,8.4841,25.1972,GPS
South Sudan,Western Bahr el Ghazal,Momoi Primary Health Care Unit,Primary Health Care Unit,MoH,7.6192,27.9788,Geonames
South Sudan,Western Bahr el Ghazal,Muktah Primary Health Care Centre,Primary Health Care Centre,MoH,7.7067,27.9944,GPS
South Sudan,Western Bahr el Ghazal,Natabu Primary Health Care Unit,Primary Health Care Unit,MoH,7.6616,27.955,GPS
South Sudan,Western Bahr el Ghazal,Ndaku Primary Health Care Unit,Primary Health Care Unit,MoH,7.6624,27.7251,GPS
South Sudan,Western Bahr el Ghazal,Ngesa Primary Health Care Unit,Primary Health Care Unit,MoH,7.5898,27.75,GPS
South Sudan,Western Bahr el Ghazal,Nglimbo B Primary Health Care Unit,Primary Health Care Unit,MoH,7.65,27.8796,GPS
South Sudan,Western Bahr el Ghazal,Ngodakala Primary Health Care Centre,Primary Health Care Centre,MoH,7.5468,27.822,Geonames
South Sudan,Western Bahr el Ghazal,Ngohalima A Primary Health Care Unit,Primary Health Care Unit,MoH,7.6192,27.8664,GPS
South Sudan,Western Bahr el Ghazal,Ngohalima B Primary Health Care Unit,Primary Health Care Unit,MoH,7.6333,27.8318,GPS
South Sudan,Western Bahr el Ghazal,Ngoku Primary Health Care Unit,Primary Health Care Unit,MoH,7.6213,27.8059,GPS
South Sudan,Western Bahr el Ghazal,Ngolimbo A Primary Health Care Unit,Primary Health Care Unit,MoH,7.6501,27.8795,GPS
South Sudan,Western Bahr el Ghazal,Ngolingbo A Primary Health Care Unit,Primary Health Care Unit,MoH,7.7086,27.8535,GPS
South Sudan,Western Bahr el Ghazal,Ngomba Primary Health Care Unit,Primary Health Care Unit,MoH,7.7653,27.6348,GPS
South Sudan,Western Bahr el Ghazal,Ngongba Primary Health Care Unit,Primary Health Care Unit,MoH,7.76,27.6529,Geonames
South Sudan,Western Bahr el Ghazal,Ngovendegu Primary Health Care Unit,Primary Health Care Unit,MoH,7.6361,27.7273,GPS
South Sudan,Western Bahr el Ghazal,Nyinakok Primary Health Care Unit,Primary Health Care Unit,MoH,7.9233,28.0338,GPS
South Sudan,Western Bahr el Ghazal,Nyosulu Primary Health Care Unit,Primary Health Care Unit,MoH,7.4602,27.8229,GPS
South Sudan,Western Bahr el Ghazal,Raga County Hospital,County Hospital,MoH,8.4693,25.6766,GPS
South Sudan,Western Bahr el Ghazal,Raja Military Primary Health Care Unit,Primary Health Care Unit,MoH,8.4855,25.6745,GPS
South Sudan,Western Bahr el Ghazal,Rihanfeai Primary Health Care Unit,Primary Health Care Unit,MoH,7.8959,27.6681,GPS
South Sudan,Western Bahr el Ghazal,Roc Roc Dong Primary Health Care Unit,Primary Health Care Unit,MoH,7.7822,28.1129,GPS
South Sudan,Western Bahr el Ghazal,Sabrine Primary Health Care Unit,Primary Health Care Unit,MoH,9.1742,25.5537,GPS
South Sudan,Western Bahr el Ghazal,Sika Hadid Primary Health Care Centre,Primary Health Care Centre,MoH,7.7139,27.9878,Geonames
South Sudan,Western Bahr el Ghazal,Sopo Primary Health Care Unit,Primary Health Care Unit,MoH,8.0254,26.0443,GPS
South Sudan,Western Bahr el Ghazal,St. Mary Primary Health Care Centre,Primary Health Care Centre,MoH,7.6804,28.0016,GPS
South Sudan,Western Bahr el Ghazal,Taban Primary Health Care Unit,Primary Health Care Unit,MoH,7.3804,27.9672,GPS
South Sudan,Western Bahr el Ghazal,Tharqueny Primary Health Care Unit,Primary Health Care Unit,MoH,8.0112,27.9987,GPS
South Sudan,Western Bahr el Ghazal,Thilic Primary Health Care Unit,Primary Health Care Unit,MoH,7.9886,28.1015,Geonames
South Sudan,Western Bahr el Ghazal,Tikow Primary Health Care Unit,Primary Health Care Unit,MoH,8.2667,27.625,GPS
South Sudan,Western Bahr el Ghazal,Timsah Primary Health Care Unit,Primary Health Care Unit,MoH,9.5495,25.4808,GPS
South Sudan,Western Bahr el Ghazal,Tirga Primary Health Care Centre,Primary Health Care Centre,MoH,6.9951,27.9284,GPS
South Sudan,Western Bahr el Ghazal,Udici Primary Health Care Centre,Primary Health Care Centre,MoH,8.0698,27.7222,GPS
South Sudan,Western Bahr el Ghazal,Wadalel Primary Health Care Unit,Primary Health Care Unit,MoH,7.4894,28.0543,GPS
South Sudan,Western Bahr el Ghazal,Warrieth Primary Health Care Unit,Primary Health Care Unit,MoH,7.9111,27.877,Geonames
South Sudan,Western Bahr el Ghazal,Wau Teaching Hospital,Teaching Hospital,MoH,7.697,28.0045,GPS
South Sudan,Western Bahr el Ghazal,Yabulu Primary Health Care Unit,Primary Health Care Unit,MoH,7.6886,26.9863,GPS
South Sudan,Western Equatoria,Agyi Primary Health Care Unit,Primary Health Care Unit,MoH,5.4043,30.8603,GPS
South Sudan,Western Equatoria,Akpa Primary Health Care Unit,Primary Health Care Unit,MoH,5.8062,27.1803,Geonames
South Sudan,Western Equatoria,Amaki Primary Health Care Unit,Primary Health Care Unit,MoH,5.1381,29.4779,GPS
South Sudan,Western Equatoria,Amdi Primary Health Care Unit,Primary Health Care Unit,MoH,5.519,30.3353,GPS
South Sudan,Western Equatoria,Andari Primary Health Care Unit,Primary Health Care Unit,MoH,4.9473,27.7254,GPS
South Sudan,Western Equatoria,Atta/Affa Primary Health Care Unit,Primary Health Care Unit,MoH,4.9729,29.6426,GPS
South Sudan,Western Equatoria,Baakpara Primary Health Care Unit,Primary Health Care Unit,MoH,4.5643,28.2557,GPS
South Sudan,Western Equatoria,Bafuka Primary Health Care Unit,Primary Health Care Unit,MoH,4.9782,27.7804,GPS
South Sudan,Western Equatoria,Bagidi Primary Health Care Unit,Primary Health Care Unit,MoH,5.1826,27.6699,GPS
South Sudan,Western Equatoria,Baguga Primary Health Care Unit,Primary Health Care Unit,MoH,4.5809,28.3265,GPS
South Sudan,Western Equatoria,Bahr-Grindi Primary Health Care Unit,Primary Health Care Unit,MoH,6.1407,30.1778,GPS
South Sudan,Western Equatoria,Baikpa Primary Health Care Unit,Primary Health Care Unit,MoH,5.0954,27.4746,GPS
South Sudan,Western Equatoria,Bakiringba Primary Health Care Unit,Primary Health Care Unit,MoH,5.6511,27.4109,Geonames
South Sudan,Western Equatoria,Bakiwiri Primary Health Care Unit,Primary Health Care Unit,MoH,4.5378,28.3334,GPS
South Sudan,Western Equatoria,Bambaraze Primary Health Care Unit,Primary Health Care Unit,MoH,5.1873,27.6514,Geonames
South Sudan,Western Equatoria,Bambu Primary Health Care Unit,Primary Health Care Unit,MoH,5.4525,27.3464,GPS
South Sudan,Western Equatoria,Bandala Primary Health Care Unit,Primary Health Care Unit,MoH,5.1547,27.5408,Geonames
South Sudan,Western Equatoria,Bandalla Primary Health Care Unit,Primary Health Care Unit,MoH,6.1746,27.6909,Geonames
South Sudan,Western Equatoria,Banduguya Primary Health Care Unit,Primary Health Care Unit,MoH,5.1,30.88,Geonames
South Sudan,Western Equatoria,Bangangai Primary Health Care Unit,Primary Health Care Unit,MoH,4.9076,27.7154,Geonames
South Sudan,Western Equatoria,Bangasu Primary Health Care Centre,Primary Health Care Centre,MoH,4.7922,28.7767,GPS
South Sudan,Western Equatoria,Baragu Primary Health Care Unit,Primary Health Care Unit,MoH,4.9824,27.6881,GPS
South Sudan,Western Equatoria,Bari Primary Health Care Unit,Primary Health Care Unit,MoH,5.2281,30.3952,GPS
South Sudan,Western Equatoria,Bariguna Primary Health Care Unit,Primary Health Care Unit,MoH,5.1873,27.6514,Geonames
South Sudan,Western Equatoria,Basukangbi Primary Health Care Centre,Primary Health Care Centre,MoH,4.6835,28.0542,GPS
